Authors,Title,Source title,Link,Abstract,Author Keywords,Subject,Publisher,Document Type,Source
Simpson A.; Nevell M.,"Thermographic Detection of Hidden Archaeological Features in a Cheshire Thatched Cottage, and Related Aspects of Thermal Performance: Case Study at Roadside Cottage",Historic Environment: Policy and Practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121795039&doi=10.1080%2f17567505.2022.2010924&partnerID=40&md5=ea03ec1792150ee600ad9e4f5cedac83,"Thermography can be an important tool for professionals working with traditional buildings. It is recognised by Historic England as providing information on a variety of structural features within buildings. Infrared thermography (IRT) is an acknowledged retrofit tool for reducing carbon emissions from traditional buildings. The paper explores the potential application of thermography as a tool for detecting infrared images emitted by the internal plaster surface of a timber-framed thatched cottage, dating from the 15th/16th century to 20th century. The thermal irregularities from hidden timber features or structural renovations under the thatch can help improve understanding of the evolution of the building and establish the extent of surviving historical fabrics. The images from IRT investigations conducted under different temperature difference conditions in 2010 and 2012 have been compared against the features exposed when re-thatching the property and upgrading insulation levels in 2019. A follow-up survey was carried out in 2021. Related aspects of the thermal performance of the thatched envelope and the effect on internal temperature distribution have also been investigated. The IRT investigations at Roadside Cottage demonstrated the importance of maintaining sufficiently large temperature differences across thatched roof buildings to permit detection of thermal irregularities arising from hidden timber features. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",cruck truss; hidden archaeological features; infrared thermography; Thatched cottage; thermal properties; traditional timber-framed buildings; u value,Art and Humanities,Taylor and Francis Ltd.,Article,Scopus
,,,,,,,,,
Wild C.,Accommodating Prisoners of War: A Survey of the Weston Hostel,Industrial Archaeology Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140388509&doi=10.1080%2f03090728.2022.2122680&partnerID=40&md5=bec3ae55a42fd484ca886deaefaf323d,"Prisoner-of-war camps were one of the most numerous types of military sites to be established in Britain during the Second World War and yet are one of the least studied. Most comprised a series of temporary huts that were erected from prefabricated components, and whilst some were put to new uses following the war most have now been cleared. The former Weston Hostel near Crewe in Cheshire is one such camp that appears to have originally comprised 35 huts of which 23 survived to varying degrees in 2019, when the site was subject to an archaeological survey prior to its clearance in advance of a housing development. All of the huts were either Curved Asbestos or Nissen Bow types, and were recorded using the latest survey technologies, providing a valuable archive for future research into this diminishing monument type. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Curved Asbestos Hut; hostel; laser scanning; Nissen Hut; prefabrication; prisoner-of-war camp,,Taylor and Francis Ltd.,Article,Scopus
Hussain A.,‘For Few Mean Ill in Vaine’: Roxolana and the Clash of Passion and Politics in the Ottoman Court in Fulke Greville's The Tragedy of Mustapha (1609) and Roger Boyle's The Tragedy of Mustapha (1665),Renaissance Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164159337&doi=10.1111%2frest.12883&partnerID=40&md5=b3578b9d3118fc9a0ef1b5b71a021f93,"Despite the many historical references to wealth, military strength and political efficiency, Turks were generally represented as violent, lustful and despotic figures in early modern cultural discourses. The stereotyped cultural Turk soon populated the London stages, thus moulding a recognisable dramatic type whose brutality and sexual appetite were also combined with political corruption. However, as this contribution seeks to demonstrate, Fulke Greville's Mustapha (1609) and Roger Boyle's Mustapha (1665) instead discuss characters who digress from traditional Orientalist portrayals of Turks whose sexual incontinence parallels with political corruption. In particular, this article engages with intersections between gender studies and Orientalism to investigate how Roxolana, in both plays, transgresses traditional representations of the female Christian-to-Muslim convert, whose lust distracts the Turkish ruler from his political duties. Both playwrights explore Roxolana's active interest in affairs of the Ottoman Court and the unexpected alliance she forms with Hungarian Queen Isabella when she, at the Hungarian Queen's request, protects Isabella's infant son and the Hungarian crown jewels. Their friendship appears to echo gift exchanges between Queen Elizabeth I and Turkish Queen Mother, Safiye Sultan, after the establishment of the Levant Company, which are detailed in various letters exchanged between the two monarchs in 1599. In light of this, I explore how Greville and Boyle could be commenting upon the political turmoil that James I's succession and the Stuart Restoration brought about in England, given that the country was more stable in a religious and political sense under the rule of former monarch Elizabeth I. © 2023 The Author. Renaissance Studies published by Society for Renaissance Studies and John Wiley & Sons Ltd.",,,John Wiley and Sons Inc,Article,Scopus
Muszyńska K.; Kołak J.; Haman E.; Białecka-Pikul M.; Otwinowska A.,Metacognitive verbs do not show a cross-language gap: An investigation of metacognitive and concrete verbs in bilingual children,International Journal of Bilingualism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150520140&doi=10.1177%2f13670069221149941&partnerID=40&md5=924d180952bd37c393ea1b324166d9b7,"Purpose: Previous research on bilingual vocabulary has focussed largely on words for imaginable objects and actions (e.g., ‘apple’, ‘write’), but did not consider abstract words. We looked for a disproportion across two languages (a cross-language gap) in bilingual children’s knowledge of concrete verbs (e.g., ‘jump’, ‘drink’) and metacognitive verbs (e.g., ‘think’, ‘know’). We also investigated the effects of language exposure and age on bilinguals’ knowledge of both concrete and metacognitive verbs. Methodology: Thirty-nine Polish–English children aged 4;0–7;7 living in the United Kingdom performed vocabulary tasks in both languages: subtasks from Cross-linguistic Lexical Tasks (CLTs) measuring concrete verbs comprehension and production, and metacognitive vocabulary task (METVOC) measuring metacognitive verbs comprehension. Information on children’s cumulative exposure (CE) to each language was collected via parental reports. The amount of metacognitive talk children received in Polish was obtained from parental oral semi-structured narratives. Data and Analysis: Mixed-effects regression models were fitted separately for each task. Findings: A cross-language gap was observed for comprehension of concrete verbs, but metacognitive verbs did not show a cross-language gap. In production of concrete verbs, the English scores showed a steeper increase over age than the Polish scores. CE affected only production of concrete verbs. Correlational analyses showed children’s knowledge of metacognitive verbs in Polish (but not in English) was related to parental metacognitive talk in Polish. Originality: To date, few studies on bilingual children focused on words beyond those referring to imaginable objects and actions, and no study has explored both concrete and metacognitive vocabulary knowledge in bilinguals. Implications: A cross-language gap was observed for bilinguals’ concrete verbs, but metacognitive verbs showed a carry-over effect across languages. The two categories of verbs were also related to different types of linguistic input. While CE affected production of concrete verbs, parental metacognitive talk supported children’s knowledge of metacognitive verbs, but only in the language it was provided in. © The Author(s) 2023.",age; Bilingual children; input; metacognitive words; vocabulary acquisition,,SAGE Publications Ltd,Article,Scopus
Graetzer S.; Hopkins C.,Comparison of ideal mask-based speech enhancement algorithms for speech mixed with white noise at low mixture signal-to-noise ratios,Journal of the Acoustical Society of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144451437&doi=10.1121%2f10.0016494&partnerID=40&md5=31b316c0fbb9aa783aca46070344e4d8,"The literature shows that the intelligibility of noisy speech can be improved by applying an ideal binary or soft gain mask in the time-frequency domain for signal-to-noise ratios (SNRs) between -10 and +10 dB. In this study, two mask-based algorithms are compared when applied to speech mixed with white Gaussian noise (WGN) at lower SNRs, that is, SNRs from -29 to -5 dB. These comprise an Ideal Binary Mask (IBM) with a Local Criterion (LC) set to 0 dB and an Ideal Ratio Mask (IRM). The performance of three intrusive Short-Time Objective Intelligibility (STOI) variants - STOI, STOI+, and Extended Short-Time Objective Intelligibility (ESTOI) - is compared with that of other monaural intelligibility metrics that can be used before and after mask-based processing. The results show that IRMs can be used to obtain near maximal speech intelligibility (>90% for sentence material) even at very low mixture SNRs, while IBMs with LC = 0 provide limited intelligibility gains for SNR < -14 dB. It is also shown that, unlike STOI, STOI+ and ESTOI are suitable metrics for speech mixed with WGN at low SNRs and processed by IBMs with LC = 0 even when speech is high-pass filtered to flatten the spectral tilt before masking.  © 2022 Author(s).",,,Acoustical Society of America,Article,Scopus
Murphy C.J.,‘The painful aftermath’: reactions to the publication of SOE in France,Intelligence and National Security,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180450654&doi=10.1080%2f02684527.2023.2291873&partnerID=40&md5=8b8c1438753f9aaf9d505d56b3bd32e8,"This article considers the aftermath of the publication of SOE in France. A groundbreaking official account of a secret wartime organisation, publication was followed by complaints and legal action. It examines how Whitehall responded to the negative fallout, and the tensions with the author, Professor MRD Foot, as officials refused to accept responsibility for the lack of personal testimony in the work, and prioritised settling legal cases and the avoidance of any further legal action as changes to the text were made for a revised first edition. The article also reflects upon whether the experience had any impact upon subsequent intelligence-related official histories. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,,Routledge,Article,Scopus
Cunliffe K.S.,Cyber-enabled tradecraft and contemporary espionage: assessing the implications of the tradecraft paradox on agent recruitment in Russia and China,Intelligence and National Security,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161365013&doi=10.1080%2f02684527.2023.2216035&partnerID=40&md5=1f05ce5e46944b7b944b1385ee6260bb,"The acquisition of clandestine human sources–or agents–inside Russia and China likely remains the key priority for Western HUMINT agencies, and yet their ability to do this safely is quickly waning. This paper considers the utility of cyberspace for espionage recruitment in these two hard target states, and assesses its value as a potential solution to emerging surveillance threats. With the aid of history, this paper proposes that hard target espionage is fundamentally afflicted by a tradecraft paradox, one that will severely curtail the utility of cyberspace to agent recruitment. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,,Routledge,Article,Scopus
Newbery S.; Kaunert C.,Critical Intelligence Studies: a new framework for analysis,Intelligence and National Security,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148581610&doi=10.1080%2f02684527.2023.2178163&partnerID=40&md5=bbedb774d2b2607ebdff71ec3e5be7af,"As the purpose of the study of intelligence is, in part, to aid the practice of intelligence, scholarship must reflect that practice. This article sets out a theoretical framework for Critical Intelligence Studies that will increase the real-world applicability of the study of intelligence as currently represented by Intelligence Studies. Critical Security Studies’ recognition of the broadening and widening of the concept of security, and the ensuing recognition that intelligence work is not only done by state intelligence agencies or for the security of states, provides an opportunity to push forward the study of intelligence into a position where a well-developed, and theoretically sound, Critical Intelligence Studies can be meaningfully said to exist. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",,,Routledge,Article,Scopus
Martinon L.M.; Ferrand L.; Burca M.; Hasshim N.; Lakhzoum D.; Parris B.A.; Silvert L.; Augustinova M.,Distributional analyses reveal the polymorphic nature of the Stroop interference effect: It’s about (response) time,Memory and Cognition,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187452315&doi=10.3758%2fs13421-024-01538-3&partnerID=40&md5=ac8747f15389c073f59294adf13636eb,"The study addressed the still-open issue of whether semantic (in addition to response) conflict does indeed contribute to Stroop interference (which along with facilitation contributes to the overall Stroop effect also known as Congruency effect). To this end, semantic conflict was examined across the entire response time (RT) distribution (as opposed to mean RTs). Three (out of four) reported experiments, along with cross-experimental analyses, revealed that semantic conflict was absent in the participants’ faster responses. This result characterizes Stroop interference as a unitary phenomenon (i.e., driven uniquely by response conflict). When the same participants’ responses were slower, Stroop interference became a composite phenomenon with an additional contribution of semantic conflict that was statistically independent of both response conflict and facilitation. While the present findings allow us to account for the fact that semantic conflict has not been consistently found in past studies, further empirical and theoretical efforts are still needed to explain why exactly it is restricted to longer responses. Indeed, since neither unitary nor composite models can account for this polymorphic nature of Stroop interference on their own, the implications for the current state of theory are outlined. © The Psychonomic Society, Inc. 2024.",Distributional analyses; Response conflict; Response speed; Semantic conflict; Stroop effect,,Springer,Article,Scopus
Irfan L.; Quraishi M.; Schneuwly Purdie M.; Wilkinson M.,The primacy of ontology: a philosophical basis for research on religion in prison,Journal of Critical Realism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121769740&doi=10.1080%2f14767430.2021.2007463&partnerID=40&md5=8d0e7a03351831dd041b25e1eea5ad51,"This paper suggests philosophical foundations for mixed methods research based on the philosophy of critical realism. In particular, it suggests that the critical realist idea of the primacy of ontology helps bridge the apparent paradigmatic gap between qualitative and quantitative research. It illustrates this foundational idea by showing why and how a multi-disciplinary team used a mixed methods approach to understand the significance of religion in prison through a multi-site study of religious conversion to Islam in prison and how this gives a better account than a single method approach. The mixed method research design used in the project sets out a new way of mapping and understanding religious conversion and differences within a faith group that draws on the emancipatory potential of critical realist thought. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",mixed methods; Muslim prisoners; Ontology; prisons; religious change,,Taylor and Francis Ltd.,Article,Scopus
Green N.; Torija A.J.; Ramos-Romero C.,Perception of noise from unmanned aircraft systems: Efficacy of metrics for indoor and outdoor listener positions,Journal of the Acoustical Society of America,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183964609&doi=10.1121%2f10.0024522&partnerID=40&md5=7c47dd2f0b42b517b56bd139cae45cc3,"This paper presents the results of a listening experiment designed to assess annoyance and perceived loudness (PL) for several unmanned aircraft system (UAS) operations, with the listener simulated in indoor and outdoor positions. This research investigated (i) how participant responses change depending on UAS operation, (ii) which broadband metrics are most suitable for representing annoyance and PL, (iii) differences in noise level required to result in equal participant responses to different operations, and (iv) which sound quality metrics (SQMs) are significant for UAS noise perception. Results indicate annoyance and PL responses were greatest for landing operations with flyovers being the least annoying or loud. LAeq, LASmax, and loudness (N5) were the strongest predictors in representing annoyance. Offset analysis predicted small differences in annoyance responses between flyovers and other operations, but also indicated that flyovers would require an increase to LASmax of 3.3 to 6.3 dB compared to other operations to achieve equal PL. Loudness was the most significant SQM, with minor contributions from impulsivity for annoyance and PL when outside, and tonality for PL when indoors. These findings contribute to the understanding of UAS noise perception for the development of metrics and assessment methods accounting for the characteristics of UAS operations. © 2024 Acoustical Society of America.",,,Acoustical Society of America,Article,Scopus
Keady J.D.; Campbell S.; Clark A.; Dowlen R.; Elvish R.; Jones L.; Kindell J.; Swarbrick C.; Williams S.,Re-thinking and re-positioning 'being in the moment' within a continuum of moments: Introducing a new conceptual framework for dementia studies,Ageing and Society,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095609021&doi=10.1017%2fS0144686X20001014&partnerID=40&md5=c915edb7e49b2179b413706631694a10,"This article draws upon six social research studies completed by members of the Dementia and Ageing Research Team at The University of Manchester and their associated networks over an eight-year period (2011-2019) with the aim of constructing a definition of 'being in the moment' and situating it within a continuum of moments that could be used to contextualise and frame the lived experience of dementia. Using the approach formulated by Pound et al. (2005) in synthesising qualitative studies, we identified this continuum of moments as comprising four sequential and interlinked steps: (a) 'creating the moment', defined as the processes and procedures necessary to enable being in the moment to take place - the time necessary for this to occur can range from fleeting to prolonged; (b) 'being in the moment', which refers to the multi-sensory processes involved in a personal or relational interaction and embodied engagement - being in the moment can be sustained through creativity and flow; (c) 'ending the moment', defined as when a specific moment is disengaged - this can be triggered by the person(s) involved consciously or subconsciously, or caused by a distraction in the environment or suchlike; and (d) 'reliving the moment', which refers to the opportunity for the experience(s) involved in 'being in the moment' to be later remembered and shared, however fragmentary, supported or full the recall.  Copyright © The Author(s), 2020. Published by Cambridge University Press.",,,Cambridge University Press,Article,Scopus
Sant T.; Tabone E.,  Naked data: curating Wikidata as an artistic medium to interpret prehistoric figurines,International Journal of Performance Arts and Digital Media,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169781517&doi=10.1080%2f14794713.2023.2253335&partnerID=40&md5=3458f788cd2371d4cde855db85eff194,"In 2019, Digital Curation Lab Director Toni Sant and the artist Enrique Tabone started collaborating on a research project exploring the visualization of specific data sets through Wikidata for artistic practice. An art installation called Naked Data was developed from this collaboration and exhibited at the Stanley Picker Gallery in Kingson, London, during the DRHA 2022 conference. Through data analysis, employing Wikidata tools, this creative work employs a data set depicting prehistoric female figurines held by Heritage Malta. The artistic research aims to develop a creative workflow model for processing essential information about art collections, museum policies, and ways to engage with cultural heritage through data. This article outlines the key elements involved in this practice-based research work and shares the artistic process involving the visualizing of the scientific data with special attention to the aesthetic qualities afforded by this technological engagement. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Data art; Data feminism; Data visualization; Digital curation; Prehistoric figurines; Wikidata,,Routledge,Article,Scopus
Wilkie I.; Talbot R.,37 Funny fragments: the UoS Comedy and Performance Art Project assemblage,Comedy Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151299436&doi=10.1080%2f2040610X.2023.2188834&partnerID=40&md5=4a03fcc2df72ca132ee1f2f60018534a,"What follows is an account of the ongoing University of Salford (UoS) Comedy and Performance Art Project. This has evolved into a series of staged and recorded ‘Non-Events’ that broadly seek to uncover any interactions between the fields of Comedy Practices and Performance Art. The report that follows takes the form of a ‘Kaprow-ian assemblage’ of fragments that attempts to capture both the rationale and the spirit of enquiry behind the UoS Comedy and Performance Art Project. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Comedy; fluxus; funny; performance art; University of Salford Project,,Taylor and Francis Ltd.,Article,Scopus
Sykes L.,Shaping movement improviser’s experiences: document(ing) embodied and extended sculptural qualities within motion capture environments1,International Journal of Performance Arts and Digital Media,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188256043&doi=10.1080%2f14794713.2024.2324399&partnerID=40&md5=735ceb74976e9b9a5f26215ca3563820,"This audio-visual essay is a methodological approach to a document of my current doctoral practice as research investigating the embodied dance improvisatory approaches within motion capture environments. The research explores the emergence of sculptural qualities as a shaping process between the movement practitioner’s body–mind, movement, technology, and the environment. This video essay demonstrates these emerging relationships through the document(ation) and expands the understanding of live performance and its possibilities within digital environments. This audio-visual essay combines movement practitioners’ living experiences and improvisatory responses with reflective insights into the dynamic and unfolding relationships within the digital environment. Film techniques capture(ing) the improvisatory explorations at that moment, and the transformative potential of performance reveals the fluid, abstract, and temporal unfolding of sculptural qualities that arise from the interplay between improvising bodies, actual and virtual, and motion-capture environments. The audio-visual essay also observes a few initial thoughts on how movement practitioners can access (Range of Coupling ROC and visualisation of digital trace-forms) and activate (T-pose with Stillness) sculptural qualities within digital environments. The accompanying written text expands on the ideas in the video essay and offers contextualising interactions through the post-phenomenological lens and how sculptural qualities are a potential framework within live performances in digital environments. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",dance improvisation; embodiment; feedback loop; motion capture; performance; Video essay,,Routledge,Article,Scopus
Tamburello S.,The Offerton Hat Works and Stockport’s Felt Hat Industry,Industrial Archaeology Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174401949&doi=10.1080%2f03090728.2023.2263833&partnerID=40&md5=aebc6cc3bf940c97fa944b9db47dc935,"Stockport became one of the leading centres for the British felt hat industry in the 19th century. An archaeological survey of the Offerton Hat Works that was carried out between May 2019 and February 2020 in advance of redevelopment has provided a detailed record of one of the best surviving 19th-century hat works in the town. The Offerton Hat Works was hailed as a state-of-the-art ‘model factory’ when established in 1886 by William Battersby, who emerged as one of the leading manufacturers of felt hats. This article summarises the conclusions drawn from the archaeological survey of this important works, with reference to other surveys and excavations of earlier 19th-century hat factories elsewhere in Stockport and in the neighbouring towns of Oldham, Hyde and Denton that together chart the key stages in the transition of hat production in north-west England from a cottage craft to a specialised factory-based industry of international repute. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Battersby; bow garret; cottage industry; felting; hat works; Stockport,,Taylor and Francis Ltd.,Article,Scopus
Lou E.C.W.; Lee A.; Lim Y.M.,"Stakeholder preference mapping: the case for built heritage of Georgetown, Malaysia",Journal of Cultural Heritage Management and Sustainable Development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102922385&doi=10.1108%2fJCHMSD-08-2020-0114&partnerID=40&md5=29572e8c6d30e6a87957fbe7ffc69efb,"Purpose: While there is an established body of literature that discusses the importance of stakeholder management, and also the need for involvement of all stakeholders so that all values of a heritage site can be captured in a heritage management plan, the concepts are not generally developed in ways that make them useful in practice. This research seeks to bring greater clarity to the practice of stakeholder engagement in built heritage, so that organisations can manage their stakeholders in ways that meet their strategic goals. This study proposes a novel method to identify stakeholders, a stakeholder preference mapping approach, which will depict their influence on decisions based on a of power-interest scale. Design/methodology/approach: This research posits a stakeholder preference mapping approach. Virtual Stakeholder Groups (VSG) were identified and stakeholder's significance impacts were measured using the RIBA Plan of Work 2013 to determine in-depth consideration of each stakeholder's power and interest against differing stages of a heritage project. Participants were convened through a 5-day workshop, consisting of 20 Malaysian and 19 international participants (80% academics and 20% Malaysian civil servants). The Multi-Attribute Decision Analysis (MADA) technique was then used to demonstrate how stakeholder identification and analysis can be used to help heritage teams meet their mandates. Findings: The research identified eight virtual VSG (Extremist, Expert, Economic, Social, Governance and Tourists) and their scale of power-interest influence at different stages of the heritage management process. The findings reveal varying levels of engagement from each of the different groups of stakeholders at each work stage – with Stage 5 (Construction) being the least engaged. Originality/value: It is anticipated that through stakeholder preference mapping, heritage teams can increase the robustness of their strategies by identifying and effectively managing the important concepts; heritage teams can effectively manage the interface between the many (often competing) demands of differing stakeholders. Using Georgetown as a case study, the research team were able to delineate the interaction and interplay between the various stakeholders in the complex decision-making processes for a UNESCO heritage site. Applying the RIBA 2013 Plan of Work as a framework to the heritage management process enables a formalised mapping approach to the process. © 2021, Emerald Publishing Limited.",Georgetown; Malaysia; Multi-attribute decision analysis; Stakeholder analysis; Virtual stakeholder groups; World heritage,,Emerald Group Holdings Ltd.,Article,Scopus
