Authors,Title,Source title,Link,Abstract,Author Keywords,Business management,Publisher,Document Type,Source
Mahmud A.T.; Ogunlana S.O.; Hong W.T.; Wuni I.Y.; Akoh S.R.,Adopting Qualitative Data in Conceptual System Dynamic Modelling: A Focus on Road Infrastructure Projects in Nigeria,Construction Economics and Building,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180715767&doi=10.5130%2fAJCEB.v23i3%2f4.8625&partnerID=40&md5=27aee3bf1cc8aba4ba6b8b0813f458d1,"Qualitative data is pivotal in system dynamics (SD) modelling, especially during model conceptualization. While various forms of data exist, the mental databases of stakeholders, accessible through interviews, are considered most crucial. Nevertheless, a structured and systematic interview and data analysis process is imperative. While most established methods for systematically analysing qualitative data rely on grounded theory approach, this study introduces an innovative coding technique. This method combines the principles of thematic analysis, saliency analysis (an extension of thematic analysis) framework, case study approach, and key features of existing coding methods. This proposed approach emphasizes (i) coding data across all stakeholder groups, (ii) determining causal relationships from stakeholders’ causal attributions and transforming these relationships into causal maps, and (iii) establishing and maintaining explicit links between causal maps and their data source through a data source reference table and software. To demonstrate the practical application of this coding approach, it was applied to a study focusing on the cost performance of road infrastructure projects in Nigeria, where 16 semi-structured interviews were analysed. The findings indicate that the formulated coding approach provided a comprehensive, rigorous, and well-documented framework for coding qualitative data. This facilitated the development of a data-driven conceptual model that captures the intricate interplay of key determinants leading to cost overruns in road infrastructure projects in Nigeria. © 2023 by the author(s).",Coding Framework; Dynamic Modelling; Model Conceptualization; Qualitative Data; Road Infrastructure Project; System Dynamics,,Australian Institute of Quantity Surveyors,Article,Scopus
Ali M.; Wood-Harper T.; Wood B.,Understanding the technical and social paradoxes of learning management systems usage in higher education: A sociotechnical perspective,Systems Research and Behavioral Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150494236&doi=10.1002%2fsres.2945&partnerID=40&md5=f92eb73c08787b983c913c320998e8b2,"The recent COVID-19 pandemic has created an unprecedentedly complex situation and wicked problem in the education domain. This has forced educators and learners to study from home using unfamiliar pedagogical typologies and technologies in order to adapt to the new work routine. This research contributes to theory and practice by adopting a sociotechnical approach (STS) to understand the technical and social implications of learning management systems (LMS) to inform pedagogical development. A qualitative approach is adopted, and semi-structured interviews are conducted across two university cases with 40 academics and students to capture their perceptions of LMS usage. We found that technical paradoxes present a barrier to pedagogical development in the transition from blended learning environments to remote ones, where many wicked and unprecedented challenges emerge from learning remotely during a pandemic, while social paradoxes arise from cultural issues such as user resistance that impede the university's pedagogical goals and visions. © 2023 The Authors. Systems Research and Behavioral Science published by International Federation for Systems Research and John Wiley & Sons Ltd.",higher education; learning management system; pedagogy; sociotechnical theory,,John Wiley and Sons Ltd,Article,Scopus
Nežerka V.; Prošek Z.; Trejbal J.; Pešta J.; Ferriz-Papi J.A.; Tesárek P.,Recycling of fines from waste concrete: Development of lightweight masonry blocks and assessment of their environmental benefits,Journal of Cleaner Production,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144619368&doi=10.1016%2fj.jclepro.2022.135711&partnerID=40&md5=ec4319d6416272b477b86b277264d728,"A significant body of research has been carried out to find suitable waste materials or industrial by-products that could replace portland cement and reduce the environmental footprint of the concrete industry. Many studies focus on technical aspects, lacking an assessment of environmental impacts associated with using these alternative materials, and the contribution to the sustainability of the sector remains unclear. In this paper, we present the development of lightweight blocks containing the finest fractions of waste concrete along with a holistic study of the developed product's structural and environmental performance. The results demonstrate the feasibility of such a recycling strategy and its environmental benefits. However, despite replacing 60 wt.% of portland cement in the developed lightweight blocks, their carbon footprint is not negligible, and to reduce CO2 emissions in the construction sector significantly will require holistic measures that promote the reuse of whole building elements instead of their disintegration and subsequent recycling. © 2022 Elsevier Ltd",Aerated concrete; Construction and demolition waste; LCA; Masonry blocks; Recycling,,Elsevier Ltd,Article,Scopus
Maloney Yorganci K.T.; Coen S.,Parasocial relationships and their impact on the psychological and sociocultural adjustment of educational tourists: an autoethnography,Worldwide Hospitality and Tourism Themes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183664086&doi=10.1108%2fWHATT-12-2023-0143&partnerID=40&md5=244e4342f4de9e86ff77631a69dbcca1,"Purpose: The purpose of this article is to investigate whether relationships with media figures can impact the psychological and sociocultural adjustment of educational tourists. Design/methodology/approach: The article uses the qualitative method of autoethnography to provide a highly personalised account of the first author’s relationships with podcast hosts during his time as an educational tourist, in order to fulfil its previously mentioned purpose. Findings: An analysis of the author’s narrative account demonstrates how he formed parasocial relationships (PSRs) with his favourite podcast hosts. These relationships increased self-efficacy, reduced stress and provided a sense of social support, which, in turn contributed to psychological and sociocultural adjustment. Originality/value: By demonstrating how relationships with media figures can impact their psychological and sociocultural adjustment, this article argues that research on educational tourists should explore their PSRs, in addition to their other kinds of friendships which have already been examined. © 2024, Emerald Publishing Limited.",Adjustment; Autoethnography; Educational tourists; Parasocial relationships; Podcasts,,Emerald Publishing,Article,Scopus
Wang S.; Kamerade D.; Burchell B.; Coutts A.; Balderson S.U.,What matters more for employees' mental health: Job quality or job quantity?,Cambridge Journal of Economics,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128465922&doi=10.1093%2fcje%2fbeab054&partnerID=40&md5=e025b708cf6a02abef0e338366a2db13,"Recent debates about whether the standard full-time working week (35-40 h) can be replaced by a shorter working week have received extensive attention. Using 2015 European Working Conditions Survey data, this study contributes to these debates by exploring the relationships between job quantity, job quality and employees' mental health. Overall, we find that a job's quality matters more than its quantity as measured in hours per week. The results show that actual working hours are hardly related to employees' mental health but job quality, especially intrinsically meaningful work, less intensified work and having a favourable social environment, has positive effects on employee mental health, even in jobs with short working hours. Moreover, although working less than one prefers (under-employment) has negative effects, these negative effects become much smaller in size and non-significant in good quality jobs, especially in jobs with skill discretion and good job prospects. These findings develop the debates about a shorter standard working week by emphasising the continued and crucial importance of job quality in debates on the future of work. These results also suggest that policymakers should pay particular attention to job quality when addressing the dramatic reduction in total hours of employment in Europe following the COVID-19 crisis.  © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of the Cambridge Political Economy Society.",Job quality; Job quantity; Mental health; Shorter working week; Working hours,,Oxford University Press,Article,Scopus
Nassar M.; Heinze A.; Jasimuddin S.M.; Procter C.,Does students’ satisfaction matter to faculty job satisfaction in higher education?,Journal of Marketing for Higher Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144996611&doi=10.1080%2f08841241.2022.2149665&partnerID=40&md5=450b99772d8399b105edb7d81d1f62df,"Drawing on the marketing aspects of customer satisfaction, this paper provides insights into the relationship between students’ and lecturers’ satisfaction in a higher education institution. The study critically adopts the logic of relationship marketing, arguing that students’ satisfaction affects lecturers’ job satisfaction. The relationship between students’ and lecturers’ satisfaction is explored using Balance Theory and Herzberg’s Motivation Theory. The Critical Incident Technique is used for data collection through interviews with student-lecturer dyads. The findings indicate that lecturers’ job satisfaction increases when students’ holistic feedback is explicitly shared with lecturers. Hence, investing in the communication of students’ satisfaction enhances lecturers’ job satisfaction. The current work adds a critical perspective to the relationship between lecturers’ and students’ satisfaction. It highlights a reversal of the accepted logic of relationship marketing, arguing that students’ satisfaction affects lecturers’ satisfaction. The methodological contribution of this work offers a new approach to using critical incident analysis techniques in dyads of students and lecturers. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",Balance theory; Herzberg theory; higher education; job satisfaction; lecturers’ satisfaction; students’ satisfaction,,Routledge,Article,Scopus
Zahid S.; Mazhar M.S.; Abbas S.G.; Hanif Z.; Hina S.; Shah G.A.,Threat modeling in smart firefighting systems: Aligning MITRE ATT&CK matrix and NIST security controls,Internet of Things (Netherlands),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151821981&doi=10.1016%2fj.iot.2023.100766&partnerID=40&md5=2e8d118677ab002f6df496bb3fd3bf73,"Industrial automation technologies are envisioned as multi-device systems that are constantly interacting with one another and with enterprise systems. In these industrial systems, the industrial internet of things (IIoT) significantly improves system efficiency, scalability, ease of control, and monitoring. These benefits have been achieved at the cost of greater security risks, thus making the system vulnerable to cyberattacks. Historically, industrial networks and systems lacked security features like authentication and encryption due to intended isolation over the Internet. Lately, remote access to these IIoT systems has made an attempt of holistic security alarmingly critical. In this research paper, a threat modeling framework for smart cyber–physical system (CPS) is proposed to get insight of the potential security risks. To carry out this research, the smart firefighting use case based on the MITRE ATT&CK matrix was investigated. The matrix analysis provided structure for attacks detection and mitigation, while system requirement collection (SRC) was applied to gather generic assets’ information related to hardware, software and network. With the help of SRC and MITRE ATT&CK, a threat list for the smart firefighting system was generated. Conclusively, the generated threat list was mapped on the national institute of standards and technology (NIST) security and privacy controls. The results show that these mapped controls can be well-utilized for protection and mitigation of threats in smart firefighting system. In future, critical cyber–physical systems can be modeled upon use case specific threats and can be secured by utilizing the presented framework. © 2023 The Author(s)",Cyber–Physical System (CPS); IIoT; IoT; NIST controls; Smart firefighting system; Smart industrial system; Threat modeling,,Elsevier B.V.,Article,Scopus
Maher D.,Investigating the ‘curious’ case of civil war and foreign direct investment: evidence from Sudan,Review of International Political Economy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139173061&doi=10.1080%2f09692290.2022.2107045&partnerID=40&md5=0e8cde8e913e3a407f01d4b8616d06e3,"It is typically argued that civil war acutely inhibits inward flows of foreign direct investment (FDI). However, the evidence is inconsistent and does not support the assumed negative relationship between civil war and FDI. Some studies suggest that FDI enters countries with internal armed conflicts unabated; others show that civil war economies exhibit strong increases in FDI during conflict. Underpinned by a liberal interpretation of war, this scholarship finds these trends to be surprising, counter-intuitive and curious, arguing that FDI enters conflict zones in spite of violence. In contrast, critical perspectives can provide insights by acknowledging that violence can facilitate economic processes such as FDI, creating a particular form of security and stability that can be conducive to FDI inflows. This article examines the Second Sudanese Civil War (1983-2005), a country which exhibited strong increases in FDI during phases of the conflict. It is argued that particular types of violence perpetrated by the government’s armed forces and pro-government militias–groups which were sympathetic to the interests of key investors in the oil industry–facilitated FDI in Sudan’s oil sector during the 2000s to the detriment of large sections of the civilian population affected by the violence. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",civil war; economic development; Foreign direct investment; intrastate conflict; oil; political economy of conflict; Sudan,,Routledge,Article,Scopus
Bonsu P.O.; Letschert J.; Yates K.L.; Svendsen J.C.; Berkenhagen J.; Rozemeijer M.J.C.; Kerkhove T.R.H.; Rehren J.; Stelzenmüller V.,Co-location of fisheries and offshore wind farms: Current practices and enabling conditions in the North Sea,Marine Policy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183698603&doi=10.1016%2fj.marpol.2023.105941&partnerID=40&md5=7960c1c3eb073ccdaa0086c28c666b90,"Current expansion in offshore wind farm (OWF) development is resulting in increased spatial conflicts with other uses. In the North Sea, marine spatial planning (MSP) processes include co-existence strategies, with co-location between fisheries and offshore wind farms often discussed. However, current legal regulations and the lack of adequate scientific evidence to document economic viability of proposed passive gears, coupled with uncertainties regarding the implementation approach, continue to limit progress in developing co-location solutions. We synthesized current regulations and practices relevant to offshore wind farms and fisheries and conducted spatial-temporal overlap analysis of pot and trap fisheries targeting crustaceans in offshore wind farms to understand their potential for co-location. Our results showed the largest potential for co-location of pot and trap fisheries targeting crustaceans is located in OWFs that already exist or will be constructed until 2030. We also identified 1) gaps in fisheries and (OWF) regulations and 2) sector challenges that hindered the successful implementation of fisheries and offshore wind farm co-location. We discuss and recommend enabling conditions, including more science-based evidence on socio-economic and ecological viability of passive fisheries in offshore areas. Experiments on pot and trap gear safety and spillover evidence of artificial reef effects (AREs) are needed to inform the implementation of new safety distances and economically beneficial passive fisheries. Finally, we highlight needs for new insurance regimes and straightforward funding provision to support transitions to co-location and absorb the shocks from mobile fisheries displacement. © 2023 The Authors",Co-existence; Co-location; Fisheries co-management; Offshore renewables,,Elsevier Ltd,Article,Scopus
Gaber T.; Awotunde J.B.; Torky M.; Ajagbe S.A.; Hammoudeh M.; Li W.,Metaverse-IDS: Deep learning-based intrusion detection system for Metaverse-IoT networks,Internet of Things (Netherlands),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175641134&doi=10.1016%2fj.iot.2023.100977&partnerID=40&md5=76c81bd41c94579786e405960c4245e8,"Combining the metaverse and the Internet of Things (IoT) will lead to the development of diverse, virtual, and more advanced networks in the future. The integration of IoT networks with the metaverse will enable more meaningful connections between the 'real' and 'virtual' worlds, allowing for real-time data analysis, access, and processing. However, these metaverse-IoT networks will face numerous security and privacy threats. Intrusion Detection Systems (IDS) offer an effective means of early detection for such attacks. Nevertheless, the metaverse generates substantial volumes of data due to its interactive nature and the multitude of user interactions within virtual environments, posing a computational challenge for building an intrusion detection system. To address this challenge, this paper introduces an innovative intrusion detection system model based on deep learning. This model aims to detect most attacks targeting metaverse-IoT communications and combines two techniques: KPCA (Kernel Principal Component Analysis which was used for attack feature extraction and CNN (Convolutional Neural Networks for attack recognition and classification. The efficiency of this proposed IDS model is assessed using two widely recognized benchmark datasets, BoT-IoT and ToN-IoT, which contain various IoT attacks potentially targeting IoT communications. Experimental results confirmed the effectiveness of the proposed IDS model in identifying 12 classes of attacks relevant to metaverse-IoT, achieving a remarkable accuracy of 99.8% and a False Negative Rate FNR less than 0.2. Furthermore, when compared with other models in the literature, our IDS model demonstrates superior performance in attack detection accuracy. © 2023 The Author(s)",CNN; Convolutional neural network; Internet of Things; Intrusion detection; IoT attacks; Kernel principal component analysis; Metaverse; Security and privacy,,Elsevier B.V.,Article,Scopus
Nuhu Y.; Alam A.,Board characteristics and ESG disclosure in energy industry: evidence from emerging economies,Journal of Financial Reporting and Accounting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165903854&doi=10.1108%2fJFRA-02-2023-0107&partnerID=40&md5=b3b7d79c462ff483142a60ecb401a641,"Purpose: This paper aims to investigate the impact of board characteristics on environmental, social and governance (ESG) disclosure in the energy industry of emerging economies. Design/methodology/approach: The authors adopt the Bloomberg ESG rating to measure the extent of ESG disclosure using a sample of 1,260 observations from BRICS emerging economies. Multiple regression techniques were used to estimate the effect of board characteristics on ESG disclosures of a sample Brazil, Russia, India, China, and South Africa (BRICS) listed companies between 2010 and 2019. Findings: The authors find a relatively low (at 37%) level of ESG disclosure among the sampled firms and a relatively high degree of variability. The authors also find that board gender diversity, board composition and board diligence are positively related to the level of ESG disclosure while the study documents no relationship between board size and ESG disclosure. Practical implications: The study’s findings highlight the importance of corporate board attributes in influencing strategic decisions such as the level of ESG disclosure and the findings may be useful to regulators, policymakers and investors in making informed investment decisions. Originality/value: To the best of the authors’ knowledge, this study is one of the first attempts at examining the impact of board characteristics on ESG disclosure in the energy industry in emerging economies. The paper provides new evidence on the relationship between board characteristics (BC) and ESG disclosure in the energy industry of emerging BRICS countries within a panel multi-country research setting. © 2023, Emerald Publishing Limited.",Board characteristics; Board gender diversity; Board size; BRICS; Emerging economies; ESG disclosure,,Emerald Publishing,Article,Scopus
Edmiston D.,Building on broad support for better social security,IPPR Progressive Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169304057&doi=10.1111%2fnewe.12346&partnerID=40&md5=9ade4a79ca6f52857804d7a689064e91,[No abstract available],,,John Wiley and Sons Inc,Article,Scopus
Khan I.M.; Sahadev S.; Rashid T.; Banerjee S.,Social media and empowerment in hospitality and tourism decision-making: A study among UK Muslim women,International Journal of Hospitality Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120752537&doi=10.1016%2fj.ijhm.2021.103125&partnerID=40&md5=8b0d987015daced952bdb8bcc4266d9c,"Research that explores Muslim women's hospitality and tourism decision-making is limited. This paper attempts to bring a new perspective to the literature on social media and consumption decisions in the hospitality and tourism sector by focusing on Muslim women as a consumer segment. Based on a survey of 791 Muslim women in the UK, it finds that autonomous self-expression, self-disclosure, and reciprocity to self-disclosure on Facebook were positively related to bonding and bridging social capital, which in turn related positively to their empowerment in hospitality and tourism decision-making. Employment status moderated some of these relations. The paper breaks new ground by bringing together two disparate research strands in the tourism literature: one that focuses on women but ignores religion, and the other that studies Islamic tourism but overlooks the role of women. The findings offer insights into hospitality and tourism marketing strategies aimed at Muslim women. © 2021 Elsevier Ltd",Empowerment; Facebook; Gender; Islamic tourism; Muslim women; Social media,,Elsevier Ltd,Article,Scopus
Jones K.; Scullion L.; Hynes C.; Martin P.,Accessing and sustaining work after Service: the role of Active Labour Market Policies (ALMP) and implications for HRM,International Journal of Human Resource Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142643098&doi=10.1080%2f09585192.2022.2133574&partnerID=40&md5=f4197c6fa44d2f202e5055f03773f065,"This article considers the extent to which Active Labour Market Policies (ALMPs) support the sustained inclusion of veterans in the civilian labour market. Drawing on the first in-depth research into veteran’s interactions with the UK’s Public Employment Services (PES) and other contracted providers, we present analysis of qualitative longitudinal data from 68 veterans. We demonstrate the important role ALMPs play in mediating the employment relationship, showing how veterans claiming out-of-work benefits are typically either ‘pushed’ towards inappropriate jobs or ‘parked’ through their exclusion from employment support when deemed unfit for work. This not only exposes veterans and other jobseekers to poor quality work but undermines both job match and inclusive employment practices. Furthermore, the potential for more positive outcomes through engagement with employers and HRM practitioners is not being realised. This is significant for veterans in the UK and beyond, where policymakers make broader commitments to post-Service integration into civilian employment. We critique Work First approaches centred on those deemed work ready and contribute to broader theorisation around interactions between the state and HRM, arguing the need for pluralist approaches which incorporate ALMPs. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Active Labour Market Policy; employability; HRM; longitudinal research; Veterans,,Routledge,Article,Scopus
Grant A.; Cassidy S.,Exploring the relationship between psychological flexibility and self-report and task-based measures of cognitive flexibility,Journal of Contextual Behavioral Science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122968952&doi=10.1016%2fj.jcbs.2021.12.006&partnerID=40&md5=26a9235cef735a92d747e2cd4da3e72e,"Acceptance and Commitment Therapy (ACT) interventions aim to increase psychological flexibility (PF) leading to positive treatment outcomes. It has been suggested that successful development of PF may depend on cognitive flexibility (CF). There is however a lack of clear empirical evidence accounting for the relationship between the two constructs. The current study investigated the relationship between PF and CF in a large nonclinical sample of younger adults (N = 246). Participants completed self-report measures of PF, and both self-report and task-based measures of CF. Results indicated that self-report, but not task-based, CF correlated with and predicted PF (r = −0.49, 95% BCa CI [−0.58, −0.38], R2 = 0.236). The results are discussed with reference to rule-governed behaviour, approaches to measurement, and ACT, with suggestions for future research. © 2021",Acceptance and commitment therapy; Cognitive flexibility; Psychological flexibility; Relational Frame Theory; Rule-governed behaviour,,Elsevier Inc.,Article,Scopus
Jones K.; Wright S.; Scullion L.,The Impact of Welfare Conditionality on Experiences of Job Quality,"Work, Employment and Society",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182247730&doi=10.1177%2f09500170231219677&partnerID=40&md5=71c4c0e6b6d1767bc73dbf6c7d27c951,"This article contributes to emerging debates about how behavioural conditionality within welfare systems influences job quality. Drawing upon analysis of unique data from three waves of qualitative longitudinal interviews with 46 UK social security recipients (133 interviews), we establish that the impact of welfare conditionality is so substantial that it is no longer adequate to discuss job quality without reference to its interconnections to the welfare system. More specifically, we identify how conditionality drives welfare recipients’ experience of four core dimensions of job quality: disempowering and propelling claimants towards inadequate pay, insecurity and poor employment terms, undermining multiple intrinsic characteristics of work and creating what we term a new ‘Work–Life–Welfare balance’. Instead of acting as a neutral arbitrator between jobseekers and employers, the welfare system is exposed as complicit in reinforcing one-sided flexibility through one-sided conditionality, by emphasising intensive job-seeking, while leaving poor-quality work provided by employers unchecked. © The Author(s) 2024.",job quality; sanctions; social security; welfare conditionality; Work–Life–Welfare balance,,SAGE Publications Ltd,Article,Scopus
Patel T.G.; Kamerāde D.; Carr L.,Higher Rates of Bullying Reported by ‘White’ Males: Gender and Ethno-Racial Intersections and Bullying in the Workplace,"Work, Employment and Society",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145397476&doi=10.1177%2f09500170221134397&partnerID=40&md5=aaf117cbfc157b08bc2cc967b98d16ea,"Existing workplace bullying literature suggests that ethno-racial minorities and women are more likely to be bullied in relation to their ethnicity, race or gender. However, very few studies apply an intersectional framework of analysis to consider, for instance, how ethno-racial status and gender interacts to affect general workplace bullying experiences and their reporting decisions. This article uses an intersectional analytical framework and a cross-sectional quantitative analysis of the British Workplace Behaviour Survey (2007–2008) to examine bullying in the workplace, as experienced by the intersections of ethno-racial status and gender. In discussing how some groups report particular dimensions of bullying more than others, this article closely examines the somewhat unexpected finding that ‘white’ men were significantly more likely to report instances of workplace bullying. This article argues for the use of an intersectional analytical approach to understand and progressively address the nuances of identity, power and workplace bullying experiences. © The Author(s) 2022.",bullying; ethno-racial status; gender; intersectionality; quantitative; workplace,,SAGE Publications Ltd,Article,Scopus
AL-Dahash H.F.K.; Mohammed R.K.; Al-Rubaye M.; Hardman M.,Comprehensive evaluation of the foreign direct investment (FDI) opportunities in Iraq: the Karbala Cement Manufacturing Company as a case study,International Journal of Construction Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165442865&doi=10.1080%2f15623599.2023.2235877&partnerID=40&md5=3ba832f3befdbe4835d81b4e7aed2ecc,"This paper explores the benefits of foreign direct investment (FDI) into the Karbala Cement Manufacturing Company (KCMC) as a case study. The benefits of FDI by the French company LAFARGE were measured by conducting a comparison before and after investment. To do so, information held in archival records and documents before and after the LAFARGE investment were reviewed, analysed and triangulated with the secondary literature. The findings show a remarkable growth in production after the rehabilitation of the first and second production lines following the LAFARGE investment, together with a significant decrease in costs, with KCMC benefitting from economies of scale. In addition, sales increased notably, with a considerable increase in the areas of market location, plus three new types of cement and a ready mixed concrete were added to the product portfolio to strengthen market position. This research contributes to the literature published on the benefits of investment into companies in developing countries such as Iraq. The practical contribution of this study is the increased awareness of the potential improvement of not only the cement industry in Iraq, but the lessening of oil dependency for the country, and the potential increased revenues for the government. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",cement; FDI; investment; Iraq; privatization,,Taylor and Francis Ltd.,Article,Scopus
Abbasi K.; Alam A.; Brohi N.A.; Nasim S.,Further evidence on non-audit fees: using the context of female directors on audit committees,Journal of Financial Reporting and Accounting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180196071&doi=10.1108%2fJFRA-05-2022-0199&partnerID=40&md5=bf8a2945effe8d58882fbe889f21ae25,"Purpose: This study aims to examine the association between non-audit fees and audit quality by using the context of gender-diverse audit committees. Further, the authors assess whether this link is moderated by industry-specialist auditors. Design/methodology/approach: This study used non-financial FTSE-350 firms over the period of seven years. In addition, the authors use ordinary least squares regression to test the research hypotheses. Findings: The authors find that female directors on audit committees are negatively related to non-audit fees, suggesting that non-audit fees reduce audit quality. Moreover, the results indicate that industry-specialist auditors positively moderate the link between gender-diverse audit committees and non-audit fees. This suggests that non-audit fees improve audit quality when the auditor is an industry-specialist. Practical implications: The study does not support blanket restrictions on non-audit fees. It recommends regulators to consider industry expertise of auditors when devising non-audit fee restrictions. Moreover, the findings of this study have implications for firms aiming to understand whether non-audit fees could be used for enhancing audit quality. Originality/value: By using the context of female directors on audit committees, the authors conclusively assess the link between non-audit fees and audit quality. Further, this study provides a more robust evidence on whether industry-specialist auditors affect the relationship between non-audit fees and audit quality. © 2023, Emerald Publishing Limited.",Audit committees; Audit quality; Female directors; Industry-specialist auditors; Non-audit fees,,Emerald Publishing,Article,Scopus
Valente K.G.; Hornby S.M.,Celebrating is remembering: OUTing the Past as a study in the reflective and transformative potential of small events,"Journal of Policy Research in Tourism, Leisure and Events",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125394537&doi=10.1080%2f19407963.2022.2037622&partnerID=40&md5=4292c42308148aeb7624a4ef8d7ab66e,"Since its emergence in the latter half of the twentieth century, public history has engendered ongoing transformations in the creation and dissemination of knowledge. Its aims, as well as efforts undertaken as part of its praxis, are reminders that collaborative engagements with individuals and communities can simultaneously serve to commemorate, educate and empower. Recent scholarship that examines pop-up events underscores both their significance to public history and the innovative potential they represent in celebrating LGBT+ lives and experiences. In particular, the extent to which they encourage considerations of space that are more attentive to localities and pluralities is indicative of the disruptive significance of small-scale events. Among other possibilities that lend themselves to expanding the reach of public history, particularly by adopting new modes of interpretation that place a premium on active engagement, creative arts programming provides a pathway to stimulating interest in exploring and understanding the past. The work of OUTing the Past, a UK-based organisation, effectively reflects aspirations associated with public history, with the logistical benefits of pop-up events and the contributions of creative productions finding purchase in its programming. Documenting the commitments it makes to re/centring history and the frameworks it has strategically developed in realising these provides the impetus for this critical study of a multifaceted approach to promoting small-scale LGBT+ celebrations. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",heritage performance; history plays; LGBT+ history; OUTing the Past; public history,,Routledge,Article,Scopus
Vik P.M.; Curtis J.; Dayson K.T.,The impact of COVID-19 on UK community finance institutions – Implications for local economic development,Local Economy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174405625&doi=10.1177%2f02690942231208916&partnerID=40&md5=fecaf8e0b8decd69cfeaa8763bf2e740,"UK community finance institutions play an important role in deprived neighbourhoods by serving households and businesses unable to access mainstream finance. This paper analyses the short-term effects of the Coronavirus pandemic on the activities and sustainability of the community finance sector by analysing longitudinal survey data for 40 providers and follow-up interviews with 25 organisations. COVID-19 resulted in an acceleration of the shift to online service delivery and temporary and permanent branch closures among community finance institutions. Further, the demand for, and volume and value of lending fell significantly during the first lockdown only recovering by the end of the summer 2020. This resulted in lower income, greater costs and lower regulatory ratios. Smaller providers in a weak financial position with more financially vulnerable customers were worst affected by the pandemic. We argue the pandemic may reduce access to finance for the financially excluded through the intensification of the shift to online services and by increasing the risk of providers serving the poorest folding or being merged with larger providers. © The Author(s) 2023.",community finance; coronavirus; COVID-19; credit union; financial inclusion,,SAGE Publications Ltd,Article,Scopus
Alzayed N.; Eskandari R.; Yazdifar H.,Bank failure prediction: corporate governance and financial indicators,Review of Quantitative Finance and Accounting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160063111&doi=10.1007%2fs11156-023-01158-z&partnerID=40&md5=f4d7ec4a9df6282beb635998a30b14e9,"This paper reiterates the importance of corporate governance in banks. Failure prediction studies have mainly relied on using financial ratios as predictors. The most suitable financial predictors for banks are financial ratios following the CAMEL rating system. Also, corporate governance has been proven to be an important aspect of banks, especially after the financial crisis. Given its importance, the novelty of this paper is to test the ability of corporate governance to increase the accuracy and extend the time-horizon of bank failure prediction in the US market. Using discriminant analysis, we predict the failure of banks insured by the Federal Deposit Insurance Corporation from 2010 to 2018. Using financial and non-financial predictors, we find that combining CAMEL ratios with corporate governance variables not only increases the accuracy of prediction but also extends the time horizon to three years before failure. We also show that bank earnings is a more significant predictor than capital structure and asset quality. The results further reveal that CEO compensation, voting rights and institutional ownership are significant predictors. These results are robust when using logit regression and out-of-sample examination. This study shows that corporate governance plays a key role in the success or failure of banks. The regulatory implication of this paper is that more attention needs to be directed to corporate governance and earnings aspects of banks rather than focusing on capital structure. © 2023, The Author(s).",Bank failure; CAMEL ratios; Corporate governance; Failure prediction,,Springer,Article,Scopus
